AIRPORT_ID,AIRPORT_NAME,AIRPORT_CITY,AIRPORT_STATE,AIRPORT_COUNTRY,ICAO,LCHG_DATE,RECORD_STATUS,Record_End
Y78 ,RAINBOW                                           ,MILWAUKEE             ,WI,  , ,10/2/02,I, 
Y82 ,HENRY                                             ,FLOYD                 ,IA,  , ,10/2/02,I, 
Y83 ,SANDUSKY CITY                                     ,SANDUSKY              ,MI,  , ,6/2/89,A, 
Y84 ,MACKINAC ISLAND                                   ,MACKINAC ISLAND       ,MI,  ,N,8/24/00,I, 
Y85 ,HILLSDALE MUNI                                    ,HILLSDALE             ,MI,  , ,10/2/02,I, 
Y87 ,EMPIRE                                            ,EMPIRE                ,MI,  , ,6/2/89,A, 
Y88 ,GREEN LAKE                                        ,INTERLOCHEN           ,MI,  , ,6/2/89,A, 
Y89 ,KALKASKA CITY                                     ,KALKASKA              ,MI,  , ,6/2/89,A, 
Y91 ,HOME ACRES SKY RANCH                              ,LAKE CITY             ,MI,  , ,6/2/89,A, 
Y92 ,OWASCO                                            ,MORAVIA               ,NY,  , ,10/5/10,A, 
Y93 ,ATLANTA MUNI                                      ,ATLANTA               ,MI,  , ,6/2/89,A, 
Y94 ,EAST JORDAN CITY                                  ,EAST JORDAN           ,MI,  , ,6/2/89,A, 
Y95 ,HILLMAN                                           ,HILLMAN               ,MI,  , ,6/2/89,A, 
Y96 ,LEO E. GOETZ COUNTY                               ,ONAWAY                ,MI,  , ,6/2/89,A, 
Y97 ,WILSON TOWNSHIP                                   ,EAST JORDAN           ,MI,  , ,10/2/02,I, 
Y98 ,GRAND MARAIS                                      ,GRAND MARAIS          ,MI,  , ,6/2/89,A, 
Y99 ,TRULSON FIELD                                     ,PLAZA                 ,ND,  , ,6/2/89,A, 
YAB ,"ARCTIC BAY NWT,AIRPORT                            ",ARCTIC BAY NWT        ,  ,CA, ,1/31/90,A, 
YAC ,"CAT LAKE ONT,AIRPORT                              ",CAT LAKE ONT          ,  ,CA, ,12/3/90,A, 
YAD ,"LA GRANDE 3 QUE,AIRPORT                           ",LA GRANDE 3 QUE       ,  ,CA, ,1/31/90,A, 
YAE ,"ALTA LAKE BC,AIRPORT                              ",ALTA LAKE BC          ,  ,CA, ,1/31/90,A, 
YAF ,"PURTUNIQ QUE,AIRPORT                              ",PURTUNIQ QUE          ,  ,CA, ,1/31/90,A, 
YAG ,FORT FRANCES MUNICIPAL                            ,FORT FRANCES ONT      ,  ,CA, ,6/2/89,A, 
YAH ,"LA GRANDE 4 QUE,AIRPORT                           ",LA GRANDE 4 QUE       ,  ,CA, ,1/31/90,A, 
YAI ,"CANIAPISCAU/LAC PA QUE,AIRPORT                    ",CANIAPISCAU/LAC PA QUE,  ,CA, ,1/31/90,A, 
YAJ ,"KOMAKUK BEACH YT,AIRPORT                          ",KOMAKUK BEACH YT      ,  ,CA, ,1/31/90,A, 
YAK ,YAKUTAT                                           ,YAKUTAT               ,AK,  , ,6/2/89,A, 
YAL ,"ALERT BAY BC,AIRPORT                              ",ALERT BAY BC          ,  ,CA, ,1/31/90,A, 
YAM ,SAULT STE MARIE                                   ,SAULT STE MARIE       ,  ,CA, ,5/16/05,A, 
YAQ ,"KASABONIKA ONT,AIRPORT                            ",KASABONIKA ONT        ,  ,CA, ,12/3/90,A, 
YAR ,"ARGENTIA NFLD,AIRPORT                             ",ARGENTIA NFLD         ,  ,CA, ,1/31/90,A, 
YAS ,"KANGIRSUK QUE,AIRPORT                             ",KANGIRSUK QUE         ,  ,CA, ,12/3/90,A, 
YAT ,"ATTAWAPISKAT ONT,AIRPORT                          ",ATTAWAPISKAT ONT      ,  ,CA, ,1/31/90,A, 
YAU ,"LIVERPOOL NS,AIRPORT                              ",LIVERPOOL NS          ,  ,CA, ,1/31/90,A, 
YAV ,ST ANDREWS                                        ,WINNIPEG MAN          ,  ,CA, ,12/3/90,A, 
YAW ,SHEARWATER                                        ,HALIFAX NS            ,  ,CA, ,12/3/90,A, 
YAX ,"LAC DU BONNET MAN,AIRPORT                         ",LAC DU BONNET MAN     ,  ,CA, ,12/3/90,A, 
YAY ,"ST ANTHONY NFLD,AIRPORT                           ",ST ANTHONY NFLD       ,  ,CA, ,12/3/90,A, 
YAZ ,TOFINO                                            ,TOFINO                ,  ,CA, ,5/16/05,A, 
YBA ,"BANFF ALTA,AIRPORT                                ",BANFF ALTA            ,  ,CA, ,1/31/90,A, 
YBB ,"PELLY BAY (TOWNSIT NWT,AIRPORT                    ",PELLY BAY (TOWNSIT NWT,  ,CA, ,1/31/90,A, 
YBBN,BRISBANE ARPT                                     ,BRISBANE              ,  ,AS,Y,9/17/97,A, 
YBC ,"BAIE-COMEAU QUE,AIRPORT                           ",BAIE-COMEAU QUE       ,  ,CA, ,12/3/90,A, 
YBCS,CAIRNS ARPT                                       ,CAIRNS                ,  ,AS,Y,9/25/97,A, 
YBD ,BELLA COOLA                                       ,BELLA COOLA           ,  ,CA, ,6/8/06,A, 
YBE ,"URANIUM CITY SASK,AIRPORT                         ",URANIUM CITY SASK     ,  ,CA, ,1/31/90,A, 
YBF ,"BONNYVILLE ALTA,AIRPORT                           ",BONNYVILLE ALTA       ,  ,CA, ,12/3/90,A, 
YBG ,"BAGOTVILLE QUE,AIRPORT                            ",BAGOTVILLE QUE        ,  ,CA, ,12/3/90,A, 
YBH ,"BULL HARBOUR BC,AIRPORT                           ",BULL HARBOUR BC       ,  ,CA, ,1/31/90,A, 
YBJ ,"BAIE-JOHAN-BEETZ QUE,WATER AERODROME              ",BAIE-JOHAN-BEETZ QUE  ,  ,CA, ,1/31/90,A, 
YBK ,"BAKER LAKE NWT,AIRPORT                            ",BAKER LAKE NWT        ,  ,CA, ,1/31/90,A, 
YBL ,CAMPBELL RIVER                                    ,CAMPBELL RIVER        ,  ,CA, ,5/10/07,A, 
YBN ,"BORDEN ONT,AIRPORT                                ",BORDEN ONT            ,  ,CA, ,1/31/90,A, 
YBP ,"BROOKS ALTA,AIRPORT                               ",BROOKS ALTA           ,  ,CA, ,1/31/90,A, 
YBQ ,"TADOULE LAKE MAN,AIRPORT                          ",TADOULE LAKE MAN      ,  ,CA, ,12/3/90,A, 
YBR ,"BRANDON MAN,AIRPORT                               ",BRANDON MAN           ,  ,CA, ,1/31/90,A, 
YBS ,"BEAUSEJOUR MAN,AIRPORT                            ",BEAUSEJOUR MAN        ,  ,CA, ,1/31/90,A, 
YBT ,"BROCHET MAN,AIRPORT                               ",BROCHET MAN           ,  ,CA, ,1/31/90,A, 
YBU ,"NIPAWIN SASK,AIRPORT                              ",NIPAWIN SASK          ,  ,CA, ,1/31/90,A, 
YBV ,"BERENS RIVER MAN,AIRPORT                          ",BERENS RIVER MAN      ,  ,CA, ,1/31/90,A, 
YBW ,SPRINGBANK                                        ,CALGARY ALTA          ,  ,CA, ,12/3/90,A, 
YBX ,LOURDES                                           ,BLANC SABLON QUE      ,  ,CA, ,6/2/89,A, 
YCA ,"CARTWRIGHT NFLD,AIRPORT                           ",CARTWRIGHT NFLD       ,  ,CA, ,1/8/03,A, 
YCB ,"CAMBRIDGE BAY NWT,AIRPORT                         ",CAMBRIDGE BAY NWT     ,  ,CA, ,1/31/90,A, 
YCC ,REGIONAL                                          ,CORNWALL ONT          ,  ,CA, ,12/3/90,A, 
YCD ,NANAIMO                                           ,NANAIMO               ,  ,CA, ,5/16/05,A, 
YCE ,HURON AIRPARK                                     ,CENTRALIA ONT         ,  ,CA, ,12/3/90,A, 
YCG ,"CASTLEGAR BC,AIRPORT                              ",CASTLEGAR BC          ,  ,CA, ,1/31/90,A, 
YCH ,"CHATHAM NB,AIRPORT                                ",CHATHAM NB            ,  ,CA, ,12/3/90,A, 
YCI ,"CARIBOU ISLAND ONT,AIRPORT                        ",CARIBOU ISLAND ONT    ,  ,CA, ,1/31/90,A, 
YCL ,"CHARLO NB,AIRPORT                                 ",CHARLO NB             ,  ,CA, ,1/31/90,A, 
YCN ,"COCHRANE ONT,AIRPORT                              ",COCHRANE ONT          ,  ,CA, ,12/3/90,A, 
YCO ,"COPPERMINE NWT,AIRPORT                            ",COPPERMINE NWT        ,  ,CA, ,1/31/90,A, 
YCP ,"BLUE RIVER BC,AIRPORT                             ",BLUE RIVER BC         ,  ,CA, ,1/31/90,A, 
YCQ ,"CHETWYND BC,AIRPORT                               ",CHETWYND BC           ,  ,CA, ,1/31/90,A, 
YCR ,CHARLIE SINCLAIR MEMORIAL                         ,CROSS LAKE MAN        ,  ,CA, ,12/3/90,A, 
YCS ,"CHESTERFIELD INLET NWT,AIRPORT                    ",CHESTERFIELD INLET NWT,  ,CA, ,1/31/90,A, 
YCT ,"CORONATION ALTA,AIRPORT                           ",CORONATION ALTA       ,  ,CA, ,1/31/90,A, 
YCV ,CARTIERVILLE                                      ,MONTREAL QUE          ,  ,CA, ,6/2/89,A, 
YCW ,"CHILLIWACK BC,AIRPORT                             ",CHILLIWACK BC         ,  ,CA, ,1/31/90,A, 
YCX ,CFB                                               ,CAMP GAGETOWN NB      ,  ,CA, ,6/2/89,A, 
YCY ,"CLYDE RIVER NWT,AIRPORT                           ",CLYDE RIVER NWT       ,  ,CA, ,1/31/90,A, 
YCZ ,"FAIRMONT HOT SPRING BC,AIRPORT                    ",FAIRMONT HOT SPRING BC,  ,CA, ,1/31/90,A, 
YDA ,DAWSON CITY                                       ,DAWSON CITY           ,  ,CA, ,5/10/07,A, 
YDB ,BURWASH                                           ,BURWASH               ,  ,CA, ,5/10/07,A, 
YDC ,"PRINCETON BC,AIRPORT                              ",PRINCETON BC          ,  ,CA, ,1/31/90,A, 
YDF ,"DEER LAKE NFLD,AIRPORT                            ",DEER LAKE NFLD        ,  ,CA, ,1/31/90,A, 
YDH ,"DANIELS HARBOUR NFLD,AIRPORT                      ",DANIELS HARBOUR NFLD  ,  ,CA, ,1/31/90,A, 
YDK ,"MAIN DUCK ISLAND ONT,AIRPORT                      ",MAIN DUCK ISLAND ONT  ,  ,CA, ,1/31/90,A, 
YDL ,DEASE LAKE                                        ,DEASE LAKE            ,  ,CA, ,5/10/07,A, 
YDM ,ROSS RIVER                                        ,ROSS RIVER            ,  ,CA, ,5/16/05,A, 
YDN ,"DAUPHIN MAN,AIRPORT                               ",DAUPHIN MAN           ,  ,CA, ,1/31/90,A, 
YDO ,"DOLBEAU-ST-METHODE QUE,AIRPORT                    ",DOLBEAU-ST-METHODE QUE,  ,CA, ,12/3/90,A, 
YDP ,"NAIN NFLD,AIRPORT                                 ",NAIN NFLD             ,  ,CA, ,1/31/90,A, 
YDQ ,"DAWSON CREEK BC,AIRPORT                           ",DAWSON CREEK BC       ,  ,CA, ,1/31/90,A, 
YEA ,"EMPRESS ALTA,AIRPORT                              ",EMPRESS ALTA          ,  ,CA, ,1/31/90,A, 
YEC ,"BORDER BEACON NFLD,AIRPORT                        ",BORDER BEACON NFLD    ,  ,CA, ,1/31/90,A, 
YED ,NAMAO                                             ,EDMONTON ALTA         ,  ,CA, ,12/3/90,A, 
YEE ,HURONIA                                           ,MIDLAND ONT           ,  ,CA, ,12/3/90,A, 
YEG ,"EDMONTON ALTA,AIRPORT                             ",EDMONTON ALTA         ,  ,CA,N,12/15/93,A, 
YEK ,"ARVIAT NWT,AIRPORT                                ",ARVIAT NWT            ,  ,CA, ,12/3/90,A, 
YEL ,"ELLIOT LAKE MUNI ONT,AIRPORT                      ",ELLIOT LAKE MUNI ONT  ,  ,CA, ,12/3/90,A, 
YEN ,"ESTEVAN SASK,AIRPORT                              ",ESTEVAN SASK          ,  ,CA, ,1/31/90,A, 
YEO ,"LAC EON QUE,AIRPORT                               ",LAC EON QUE           ,  ,CA, ,12/3/90,A, 
YER ,"FORT SEVERN ONT,AIRPORT                           ",FORT SEVERN ONT       ,  ,CA, ,12/3/90,A, 
YET ,"EDSON ALTA,AIRPORT                                ",EDSON ALTA            ,  ,CA, ,1/31/90,A, 
YEU ,"EUREKA NWT,AIRPORT                                ",EUREKA NWT            ,  ,CA, ,1/31/90,A, 
YEV ,"INUVIK NWT,AIRPORT                                ",INUVIK NWT            ,  ,CA, ,1/31/90,A, 
YEY ,AMOS/MAGNY                                        ,AMOS                  ,  ,CA, ,5/16/05,A, 
YFA ,"FORT ALBANY ONT,AIRPORT                           ",FORT ALBANY ONT       ,  ,CA, ,1/31/90,A, 
YFB ,"IQALUIT NWT,AIRPORT                               ",IQALUIT NWT           ,  ,CA, ,12/3/90,A, 
YFC ,"FREDERICTON NB,AIRPORT                            ",FREDERICTON NB        ,  ,CA,N,9/2/93,A, 
YFD ,BRANTFORD ONT AIRPORT                             ,BRANTFORD ONT         ,  ,CA,N,2/10/00,A, 
YFE ,"FORESTVILLE QUE,AIRPORT                           ",FORESTVILLE QUE       ,  ,CA, ,1/31/90,A, 
YFH ,"FORT HOPE ONT,AIRPORT                             ",FORT HOPE ONT         ,  ,CA, ,1/31/90,A, 
YFJ ,"LA MACAZA QUE,AIRPORT                             ",LA MACAZA QUE         ,  ,CA, ,1/31/90,A, 
YFL ,"FORT RELIANCE NWT,AIRPORT                         ",FORT RELIANCE NWT     ,  ,CA, ,1/31/90,A, 
YFN ,"CREE LAKE SASK,AIRPORT                            ",CREE LAKE SASK        ,  ,CA, ,12/3/90,A, 
YFO ,"FLIN FLON MAN,AIRPORT                             ",FLIN FLON MAN         ,  ,CA, ,1/31/90,A, 
YFR ,"FORT RESOLUTION NWT,AIRPORT                       ",FORT RESOLUTION NWT   ,  ,CA, ,1/31/90,A, 
YFS ,"FORT SIMPSON NWT,AIRPORT                          ",FORT SIMPSON NWT      ,  ,CA, ,1/31/90,A, 
YFT ,"MAKKOVIK NFLD,AIRPORT                             ",MAKKOVIK NFLD         ,  ,CA, ,1/31/90,A, 
YGA ,"GAGNON QUE,AIRPORT                                ",GAGNON QUE            ,  ,CA, ,1/31/90,A, 
YGB ,GILLIES BAY                                       ,TEXADA BC             ,  ,CA, ,12/3/90,A, 
YGD ,"GODERICH ONT,AIRPORT                              ",GODERICH ONT          ,  ,CA, ,1/31/90,A, 
YGH ,"FORT GOOD HOPE NWT,AIRPORT                        ",FORT GOOD HOPE NWT    ,  ,CA, ,1/31/90,A, 
YGK ,"KINGSTON ONT,AIRPORT                              ",KINGSTON ONT          ,  ,CA, ,1/31/90,A, 
YGL ,"LA GRANDE RIVIERE QUE,AIRPORT                     ",LA GRANDE RIVIERE QUE ,  ,CA, ,1/31/90,A, 
YGM ,"GIMLI INDUS PARK MAN,AIRPORT                      ",GIMLI INDUS PARK MAN  ,  ,CA, ,12/3/90,A, 
YGO ,"GODS LAKE NARROWS MAN,AIRPORT                     ",GODS LAKE NARROWS MAN ,  ,CA, ,1/31/90,A, 
YGP ,"GASPE QUE,AIRPORT                                 ",GASPE QUE             ,  ,CA, ,1/31/90,A, 
YGQ ,"GERALDTON ONT,AIRPORT                             ",GERALDTON ONT         ,  ,CA, ,12/3/90,A, 
YGR ,"ILES-DE-LA-MADELEI QUE,AIRPORT                    ",ILES-DE-LA-MADELEI QUE,  ,CA, ,1/31/90,A, 
YGS ,"GERMANSEN LANDING BC,AIRPORT                      ",GERMANSEN LANDING BC  ,  ,CA, ,1/31/90,A, 
YGT ,"IGLOOLIK NWT,AIRPORT                              ",IGLOOLIK NWT          ,  ,CA, ,1/31/90,A, 
YGV ,"HAVRE ST. PIERRE QUE,AIRPORT                      ",HAVRE ST. PIERRE QUE  ,  ,CA, ,1/31/90,A, 
YGW ,"KUUJJUARAPIK QUE,AIRPORT                          ",KUUJJUARAPIK QUE      ,  ,CA, ,1/31/90,A, 
YGX ,"GILLAM MAN,AIRPORT                                ",GILLAM MAN            ,  ,CA, ,1/31/90,A, 
YGY ,"DECEPTION QUE,AIRPORT                             ",DECEPTION QUE         ,  ,CA, ,1/31/90,A, 
YGZ ,"GRISE FIORD NWT,AIRPORT                           ",GRISE FIORD NWT       ,  ,CA, ,1/31/90,A, 
YHA ,"QUAQTAQ QUE,AIRPORT                               ",QUAQTAQ QUE           ,  ,CA, ,12/3/90,A, 
YHB ,"HUDSON BAY SASK,AIRPORT                           ",HUDSON BAY SASK       ,  ,CA, ,1/31/90,A, 
YHC ,"VANCOUVER HARBOUR BC,WATER AERODROME              ",VANCOUVER HARBOUR BC  ,  ,CA, ,1/31/90,A, 
YHD ,MUNI                                              ,DRYDEN ONT            ,  ,CA, ,12/3/90,A, 
YHE ,"HOPE BC,AIRPORT                                   ",HOPE BC               ,  ,CA, ,1/31/90,A, 
YHF ,"HEARST (RENE FONTA ONT,AIRPORT                    ",HEARST (RENE FONTA ONT,  ,CA, ,12/3/90,A, 
YHH ,"NEMISCAU QUE,AIRPORT                              ",NEMISCAU QUE          ,  ,CA, ,12/3/90,A, 
YHI ,"HOLMAN NWT,AIRPORT                                ",HOLMAN NWT            ,  ,CA, ,1/31/90,A, 
YHK ,"GJOA HAVEN NWT,AIRPORT                            ",GJOA HAVEN NWT        ,  ,CA, ,1/31/90,A, 
YHM ,"HAMILTON ONT,AIRPORT                              ",HAMILTON ONT          ,  ,CA,N,8/15/96,A, 
YHN ,"HORNEPAYNE MUNI ONT,AIRPORT                       ",HORNEPAYNE MUNI ONT   ,  ,CA, ,12/3/90,A, 
YHO ,"HOPEDALE NFLD,AIRPORT                             ",HOPEDALE NFLD         ,  ,CA, ,1/31/90,A, 
YHR ,"CHEVERY QUE,AIRPORT                               ",CHEVERY QUE           ,  ,CA, ,1/31/90,A, 
YHT ,HAINES JUNCTION                                   ,HAINES JUNCTION       ,  ,CA, ,5/10/07,A, 
YHU ,ST-HUBERT                                         ,MONTREAL QUE          ,  ,CA, ,12/3/90,A, 
YHY ,"HAY RIVER NWT,AIRPORT                             ",HAY RIVER NWT         ,  ,CA, ,1/31/90,A, 
YHZ ,HALIFAX NS INTL AIRPORT                           ,HALIFAX NS            ,  ,CA,N,6/5/98,A, 
YIB ,ATIKOKAN MUNI                                     ,ATIKOKAN              ,  ,CA, ,7/7/05,A, 
YID ,"DIGBY NS,SECONDARY AERODROME                      ",DIGBY NS              ,  ,CA, ,7/9/91,A, 
YIF ,"ST-AUGUSTIN QUE,AIRPORT                           ",ST-AUGUSTIN QUE       ,  ,CA, ,12/3/90,A, 
YII ,"TANQUARY FIORD NWT,AIRPORT                        ",TANQUARY FIORD NWT    ,  ,CA, ,1/31/90,A, 
YIK ,"IVUJIVIK QUE,AIRPORT                              ",IVUJIVIK QUE          ,  ,CA, ,12/3/90,A, 
YIO ,"POND INLET NWT,AIRPORT                            ",POND INLET NWT        ,  ,CA, ,1/31/90,A, 
YIP ,WILLOW RUN                                        ,DETROIT               ,MI,  , ,6/2/89,A, 
YIV ,"ISLAND LAKE/GARDEN MAN,AIRPORT                    ",ISLAND LAKE/GARDEN MAN,  ,CA, ,1/31/90,A, 
YIX ,"PORT RADIUM NWT,AIRPORT                           ",PORT RADIUM NWT       ,  ,CA, ,1/31/90,A, 
YJA ,"JASPER ALTA,AIRPORT                               ",JASPER ALTA           ,  ,CA, ,1/31/90,A, 
YJF ,"FORT LIARD NWT,AIRPORT                            ",FORT LIARD NWT        ,  ,CA, ,1/31/90,A, 
YJM ,PERISON                                           ,FORT ST JAMES BC      ,  ,CA, ,12/3/90,A, 
YJN ,ST JEAN                                           ,ST JEAN               ,  ,CA, ,5/16/05,A, 
YJP ,"FORT PROVIDENCE NWT,AIRPORT                       ",FORT PROVIDENCE NWT   ,  ,CA, ,1/31/90,A, 
YJQ ,DENNY ISLAND                                      ,BELLA BELLA BC        ,  ,CA, ,12/3/90,A, 
YJT ,"STEPHENVILLE NFLD,AIRPORT                         ",STEPHENVILLE NFLD     ,  ,CA, ,3/16/95,A, 
YKA ,"KAMLOOPS BC,AIRPORT                               ",KAMLOOPS BC           ,  ,CA, ,8/17/04,A, 
YKC ,"COLLINS BAY SASK,AIRPORT                          ",COLLINS BAY SASK      ,  ,CA, ,12/3/90,A, 
YKD ,AKLAVIK                                           ,AKLAVIK               ,  ,CA, ,5/16/05,A, 
YKF ,"WATERLOO-GUELPH REGIONAL, ONT ARPT                ",WATERLOO-GUELPH RE ONT,  ,CA,N,8/31/99,A, 
YKJ ,"KEY LAKE SASK,AIRPORT                             ",KEY LAKE SASK         ,  ,CA, ,1/31/90,A, 
YKL ,"SCHEFFERVILLE QUE,AIRPORT                         ",SCHEFFERVILLE QUE     ,  ,CA, ,1/31/90,A, 
YKM ,YAKIMA AIR TERMINAL/MCALLISTER FIELD              ,YAKIMA                ,WA,  , ,7/24/02,A, 
YKN ,CHAN GURNEY MUNI                                  ,YANKTON               ,SD,  , ,6/2/89,A, 
YKQ ,"WASKAGANISH QUE,AIRPORT                           ",WASKAGANISH QUE       ,  ,CA, ,12/3/90,A, 
YKX ,"KIRKLAND LAKE ONT,AIRPORT                         ",KIRKLAND LAKE ONT     ,  ,CA, ,1/31/90,A, 
YKY ,"KINDERSLEY SASK,AIRPORT                           ",KINDERSLEY SASK       ,  ,CA, ,1/31/90,A, 
YKZ ,BUTTONVILLE                                       ,TORONTO ONT           ,  ,CA, ,6/2/89,A, 
YLB ,"LAC LA BICHE ALTA,AIRPORT                         ",LAC LA BICHE ALTA     ,  ,CA, ,1/31/90,A, 
YLC ,"LAKE HARBOUR NWT,AIRPORT                          ",LAKE HARBOUR NWT      ,  ,CA, ,1/31/90,A, 
YLD ,"CHAPLEAU ONT,AIRPORT                              ",CHAPLEAU ONT          ,  ,CA, ,1/31/90,A, 
YLH ,"LANSDOWNE HOUSE ONT,AIRPORT                       ",LANSDOWNE HOUSE ONT   ,  ,CA, ,1/31/90,A, 
YLJ ,"MEADOW LAKE SASK,AIRPORT                          ",MEADOW LAKE SASK      ,  ,CA, ,1/31/90,A, 
YLL ,"LLOYDMINSTER ALTA,AIRPORT                         ",LLOYDMINSTER ALTA     ,  ,CA, ,12/3/90,A, 
YLO ,"SHILO MAN,AIRPORT                                 ",SHILO MAN             ,  ,CA, ,12/3/90,A, 
YLP ,"MINGAN QUE,AIRPORT                                ",MINGAN QUE            ,  ,CA, ,1/31/90,A, 
YLQ ,"LA TUQUE QUE,AIRPORT                              ",LA TUQUE QUE          ,  ,CA, ,1/31/90,A, 
YLR ,"LEAF RAPIDS MAN,AIRPORT                           ",LEAF RAPIDS MAN       ,  ,CA, ,1/31/90,A, 
YLT ,"ALERT NWT,AIRPORT                                 ",ALERT NWT             ,  ,CA, ,1/31/90,A, 
YLW ,"KELOWNA BC,AIRPORT                                ",KELOWNA BC            ,  ,CA, ,7/19/02,A, 
YLX ,"LONGPOINT LAKE ONT,WATER AERODROME                ",LONGPOINT LAKE ONT    ,  ,CA, ,12/3/90,A, 
YLY ,"LYTTON BC,AIRPORT                                 ",LYTTON BC             ,  ,CA, ,1/31/90,A, 
YMA ,"MAYO YT,AIRPORT                                   ",MAYO YT               ,  ,CA, ,1/31/90,A, 
YMAV,AVALON ARPT                                       ,AVALON                ,  ,AS,Y,1/27/95,A, 
YMD ,"MOULD BAY NWT,AIRPORT                             ",MOULD BAY NWT         ,  ,CA, ,1/31/90,A, 
YME ,"MATANE QUE,AIRPORT                                ",MATANE QUE            ,  ,CA, ,1/31/90,A, 
YMEN,ESSENDON ARPT                                     ,ESSENDON              ,  ,AS,Y,9/25/97,A, 
YMG ,"MANITOUWADGE ONT,AIRPORT                          ",MANITOUWADGE ONT      ,  ,CA, ,1/31/90,A, 
YMH ,"MARY'S HARBOUR NFLD,AIRPORT                       ",MARY'S HARBOUR NFLD   ,  ,CA, ,12/3/90,A, 
YMJ ,"MOOSE JAW SASK,AIRPORT                            ",MOOSE JAW SASK        ,  ,CA, ,12/3/90,A, 
YML ,"CHARLEVOIX QUE,AIRPORT                            ",CHARLEVOIX QUE        ,  ,CA, ,12/3/90,A, 
YMM ,"FORT MCMURRAY ALTA,AIRPORT                        ",FORT MCMURRAY ALTA    ,  ,CA, ,1/31/90,A, 
YMML,MELBOURNE ARPT                                    ,MELBOURNE             ,  ,AS,Y,7/11/97,A, 
YMO ,"MOOSONEE ONT,AIRPORT                              ",MOOSONEE ONT          ,  ,CA, ,1/31/90,A, 
YMR ,"MERRY ISLAND BC,AIRPORT                           ",MERRY ISLAND BC       ,  ,CA, ,1/31/90,A, 
YMT ,CHAPAIS                                           ,CHIBOUGAMAU QUE       ,  ,CA, ,12/3/90,A, 
YMV ,"MANICOUAGAN QUE,AIRPORT                           ",MANICOUAGAN QUE       ,  ,CA, ,1/31/90,A, 
YMW ,"MANIWAKI QUE,AIRPORT                              ",MANIWAKI QUE          ,  ,CA, ,1/31/90,A, 
YMX ,MIRABEL INTL                                      ,MONTREAL QUE          ,  ,CA,N,9/2/93,A, 
YMY ,"EAR FALLS ONT,AIRPORT                             ",EAR FALLS ONT         ,  ,CA, ,1/31/90,A, 
YNA ,"NATASHQUAN QUE,AIRPORT                            ",NATASHQUAN QUE        ,  ,CA, ,1/31/90,A, 
YNC ,"WEMINDJI QUE,AIRPORT                              ",WEMINDJI QUE          ,  ,CA, ,12/3/90,A, 
YND ,OTTAWA/GATINEAU                                   ,OTTAWA                ,  ,CA, ,5/16/05,A, 
YNE ,"NORWAY HOUSE MAN,AIRPORT                          ",NORWAY HOUSE MAN      ,  ,CA, ,1/31/90,A, 
YNG ,YOUNGSTOWN-WARREN RGNL                            ,YOUNGSTOWN/WARREN     ,OH,  , ,9/28/06,A, 
YNH ,"HUDSON'S HOPE BC,AIRPORT                          ",HUDSON'S HOPE BC      ,  ,CA, ,1/31/90,A, 
YNI ,"NITCHEQUON QUE,AIRPORT                            ",NITCHEQUON QUE        ,  ,CA, ,1/31/90,A, 
YNJ ,"LANGLEY BC,AIRPORT                                ",LANGLEY BC            ,  ,CA, ,1/31/90,A, 
YNM ,"MATAGAMI QUE,AIRPORT                              ",MATAGAMI QUE          ,  ,CA, ,1/31/90,A, 
YOC ,OLD CROW                                          ,OLD CROW              ,  ,CA, ,5/16/05,A, 
YOD ,"COLD LAKE ALTA,AIRPORT                            ",COLD LAKE ALTA        ,  ,CA, ,12/3/90,A, 
YOE ,"FALHER ALTA,AIRPORT                               ",FALHER ALTA           ,  ,CA, ,1/31/90,A, 
YOH ,"OXFORD HOUSE MAN,AIRPORT                          ",OXFORD HOUSE MAN      ,  ,CA, ,1/31/90,A, 
YOJ ,"HIGH LEVEL ALTA,AIRPORT                           ",HIGH LEVEL ALTA       ,  ,CA, ,1/31/90,A, 
YOO ,OSHAWA                                            ,OSHAWA                ,  ,CA, ,5/16/05,A, 
YOP ,"RAINBOW LAKE ALTA,AIRPORT                         ",RAINBOW LAKE ALTA     ,  ,CA, ,1/31/90,A, 
YOS ,OWEN SOUND BILLY BISHOP RGNL                      ,OWEN SOUND            ,  ,CA, ,5/16/05,A, 
YOW ,OTTAWA/MACDONALD-CARTIER INTL                     ,OTTAWA                ,  ,CA,N,5/16/05,A, 
YOX ,"REA POINT NWT,AIRPORT                             ",REA POINT NWT         ,  ,CA, ,1/31/90,A, 
YOY ,"VALCARTIER QUE,AIRPORT                            ",VALCARTIER QUE        ,  ,CA, ,1/31/90,A, 
YPA ,"PRINCE ALBERT SASK,AIRPORT                        ",PRINCE ALBERT SASK    ,  ,CA, ,1/31/90,A, 
YPAD,ADELAIDE ARPT                                     ,ADELAIDE              ,  ,AS,Y,9/25/97,A, 
YPB ,"PORT ALBERNI BC,AIRPORT                           ",PORT ALBERNI BC       ,  ,CA,N,8/5/98,A, 
YPC ,"PAULATUK NWT,AIRPORT                              ",PAULATUK NWT          ,  ,CA, ,1/31/90,A, 
YPD ,"PORT HAWKESBURY NS,AIRPORT                        ",PORT HAWKESBURY NS    ,  ,CA, ,8/29/91,A, 
YPDN,DARWIN ARPT                                       ,DARWIN                ,  ,AS,Y,9/25/97,A, 
